XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,0,0,0,0,35,13458011,Oceano to Alhambra underpass,129,"Nov 1, 2024, 5:11:56 PM"
