eis_id,title,document_type,lead_agency,state,all_states,filed_date,filed_year,federal_register_date,comment_letter_date,comment_due_date,epa_impact,epa_adequacy,attachment_count
83232,Clinton River Federal Navigation Channel Confined Disposal Facility Construction for Maintenance Dredging Updated and Additional Information MI,Draft Supplement,U.S. Army Corps of Engineers,MI,MI,1987-01-02,1987,1987-01-09,1987-02-23,1987-02-23,Environmental Concerns,2.0,0
78382,CA-710/Long Beach Freeway (Formerly CA-7) Construction I-10/San Bernardino Freeway to I-210/Foothill Freeway Meridian Variation Alternative Los Angeles County CA,Third Draft Supplemental,Federal Highway Administration,CA,CA,1987-01-05,1987,1987-01-16,1987-04-01,1987-03-30,Lack of Objections,,0
83709,Elliott Bay Small Craft Harbor/Marina Development Permit WA,Final,U.S. Army Corps of Engineers,WA,WA,1987-01-05,1987,1987-01-16,,1987-02-17,,,0
78828,Blankerbaker Road/I-64 Interchange Improvement KY-1819 at Jeffersontown to US 60 at Middletown 404 Permit KY,Final,Federal Highway Administration,KY,KY,1987-01-07,1987,1987-01-16,1987-03-04,1987-02-18,Environmental Concerns,2.0,0
83553,Metropolitan Denver Water Supply Project Two Forks Dam and Reservoir and Williams Fork Gravity Collection System Construction 404 Permit and Approvals Douglas Jefferson and Grand Counties CO,Draft,U.S. Army Corps of Engineers,CO,CO,1987-01-09,1987,1987-01-16,1987-04-23,1987-04-23,Environmentally Unsatisfactory,3.0,1
75230,Hickey Mountain - Table Mountain Oil and Gas Field Development Lease Section 10 and 440 Permits WY,Draft,Bureau of Land Management,WY,WY,1987-01-09,1987,1987-01-16,1987-03-02,1987-03-02,Lack of Objections,,0
83301,Lower San Joaquin River and Tributaries Flood Control Plan Revised Information concerning Channel Clearing and Snagging Modifications Fresno Madera Merced Staislaus and San Joaquin Counties CA,Revised Draft,U.S. Army Corps of Engineers,CA,CA,1987-01-09,1987,1987-01-16,1987-03-06,1987-03-02,Environmentally Unsatisfactory,3.0,0
77972,CSAH-18 Completion I-494 to NM-13 and MN-101 south of the Minnesota River Hennepin and Scott Counties MN,Final,Federal Highway Administration,MN,MN,1987-01-12,1987,1987-01-23,1987-03-09,1987-02-23,Environmental Concerns,2.0,0
75395,Shone-Eureka Area Wilderness Recommendations Designation or Nondesignation Antelope Roberts and Simpson Park WSAs Updated and Additional Information Battle Mountain District Nye Lander and Eureka Counties NV,Draft Supplement,Bureau of Land Management,NV,NV,1987-01-13,1987,1987-02-06,,1987-04-16,,,0
76709,Rio Nuevo - North Redevelopment Project Land Use Changes and New Information CDBG Tuson Pima County AZ,Draft Supplement,Community Development Block Grant,AZ,AZ,1987-01-13,1987,1987-01-23,1987-04-27,1987-03-09,Environmental Concerns,2.0,0
79003,US 117 Construction Mt. Olive Bypass to I-40 near Faison Funding and 404 permit Wayne Duplin and Sampson Counties NC,Draft,Federal Highway Administration,NC,NC,1987-01-13,1987,1987-02-06,1987-03-02,1987-03-02,Environmental Concerns,2.0,0
82975,Hayden Island Marine Industrial Park Development Section 10 and 404 Permits OR,Final,U.S. Army Corps of Engineers,OR,OR,1987-01-14,1987,1987-01-23,1987-02-20,1987-02-23,Environmental Concerns,2.0,0
79611,GA-371/I-85 Highway Connector Construction GA-371 to I-85 Funding 404 Permit and USCG Permit Forsyth and Gwinnett Counties GA,Draft,Federal Highway Administration,GA,GA,1987-01-15,1987,1987-01-23,1987-03-13,1987-03-16,Environmental Concerns,2.0,0
77905,Hot Springs East and West Arterial Construction US 270 East to US 270 West Funding Garland County AZ,Final,Federal Highway Administration,AR,AR,1987-01-16,1987,1987-01-23,1987-02-09,1987-02-23,Lack of Objections,,0
76111,Jessup Federal Correctional Institution Complex Construction and Operation Wayne County GA,Draft,Bureau of Prisons,GA,GA,1987-01-16,1987,1987-01-23,1987-03-04,1987-03-09,Environmental Concerns,2.0,0
89089,Gulf Coast Strategic Homeporting Dredging C/O/M FL LA AL MS and TX,Final,United States Navy,,,1987-01-16,1987,1987-01-23,1987-02-23,1987-02-23,Environmental Concerns,1.0,0
79248,Mount Hood Highway/US 26 Improvements Wildwood to Rhododendron Clackamas County OR,Final,Federal Highway Administration,OR,OR,1987-01-16,1987,1987-01-23,1987-02-20,1987-02-23,Lack of Objections,,0
77698,Mojave/Kern River/El Dorado/Transwestern Natural Gas Pipeline Projects Construction Operation and Maintenance Licenses 404 Permit AR CA WY NM NV UT and TX,Draft,Federal Energy Regulatory Commission,,,1987-01-16,1987,1987-01-23,1987-06-11,1987-04-24,Environmental Objections,2.0,0
83054,Blanchard River Flood Protection Plan OH,Draft,U.S. Army Corps of Engineers,OH,OH,1987-01-20,1987,1987-01-30,1987-04-10,1987-03-16,Lack of Objections,,0
82014,White Sands Missle Range Ground Based Free Electron Laser Technology Integration Experiment Facility Construction and Operation Possible Section 10 and 404 Permits NM,Final,United States Army,NM,NM,1987-01-21,1987,1987-01-30,1987-02-10,1987-03-02,Lack of Objections,,0
85699,Green Mountain/Finger Lakes National Forest Land and Resource Management Plan NY and VT.,Final,Forest Service,,,1987-01-21,1987,1987-01-30,1987-02-25,1987-03-02,Lack of Objections,,0
84691,Davids Island Project Marina and Residential Development Bridge and Road Construction CGD Bridge Permit COE Section 404 Permit City of Rochelle Long Island Sound Westchester County NY,Draft,U.S. Coast Guard,NY,NY,1987-01-21,1987,1987-01-30,1987-04-07,1987-04-03,Environmental Objections,2.0,0
85481,WITHDRAWN - Eldorado National Forest Highway 88 Future Recreation Use Plan Alpine Amador and Eldorado Counties CA,Draft,Forest Service,CA,CA,1987-01-22,1987,1987-04-24,1987-04-24,1987-09-15,,,0
79023,KY-44 Reconstruction KY-55 to KY-44 Relocated KY.,Final,Federal Highway Administration,KY,KY,1987-01-23,1987,1987-01-30,1987-03-06,1987-03-02,Environmental Concerns,1.0,0
88888,Cherry 1 Military Operating Area (MOA) and CORE MOA Establishment North Carolina Outer Banks/Cape Lookout National Seashore Crave Beaufort Pamlico Washington and Hyde Counties NC,Draft,United States Marine Corps,NC,NC,1987-01-23,1987,1987-01-30,1987-03-16,1987-03-16,Lack of Objections,,0
84325,Six Rivers National Forest Land and Resource Management Plan Implementation Humbolt Del Norte Siskiyou and Trinity Counties CA,Draft,Forest Service,CA,CA,1987-01-23,1987,1987-01-30,1987-06-05,1987-05-25,Environmental Objections,2.0,0
83066,Chignik Small Boat Harbor Facility Development Implementation Anchorage Bay AK,Draft,U.S. Army Corps of Engineers,AK,AK,1987-01-23,1987,1987-01-30,1987-03-16,1987-03-16,Environmental Concerns,2.0,0
75781,All American Crude Oil Pipeline Project Construction and Operation Texas Extension McCarney to Webster and Texas City US Army COE Section 10 and 404 Permits Issuance Fort Bend Galvestion Harris Hays Travis and Caldwell Counties TX,Draft Supplement,Bureau of Land Management,TX,TX,1987-01-23,1987,1987-01-30,1987-03-31,1987-03-31,Lack of Objections,,0
82851,Kellogg Creek Detention Basin Flood Control Plan Marsh-Kellogg Watershed 404 Permit CA.,Draft,Soil Conservation Service,CA,CA,1987-01-26,1987,1987-02-06,1987-04-09,1987-03-23,Lack of Objections,,0
75507,Pocatello Resource Area Resource Management Plan Implementation Banncock Bear Lake Bingham Bonneville Caribou Franklin and Power Counties ID,Draft,Bureau of Land Management,ID,ID,1987-01-27,1987,1987-01-30,1987-04-30,1987-04-30,Environmental Concerns,2.0,0
83061,Pamo Dam and Reservoir Emergency Water Supply Project Construction Santa Ysabel Creek CA,Final,U.S. Army Corps of Engineers,CA,CA,1987-01-27,1987,1987-02-13,1987-03-11,1987-03-09,Environmental Objections,2.0,0
86984,Yukon Delta National Wildlife Refuge Long Term Management Plan and Wilderness Review Implementation,Final,Fish and Wildlife Service,AK,AK,1987-01-28,1987,1988-02-05,1988-03-07,1988-03-07,Environmental Concerns,1.0,0
75435,Oregon Statewide Wilderness Study Areas Wilderness Designation Additional Lands several OR,Draft Supplement,Bureau of Land Management,OR,OR,1987-01-28,1987,1987-02-06,1987-04-24,1987-04-24,Environmental Concerns,2.0,0
82822,West Branch Brandywine Creek Watershed Protection and Flood Prevention PA,Final,Soil Conservation Service,PA,PA,1987-01-28,1987,1987-02-06,1987-03-09,1987-03-09,Lack of Objections,,0
82853,Howard Creek Watershed Flood Control and Watershed Protection WV,Draft,Soil Conservation Service,WV,WV,1987-01-28,1987,1987-02-06,1987-03-24,1987-03-23,Lack of Objections,,0
78201,TH-77/I-494 Improvements TH-77/Cedar Ave. From 70th St. to 86th St. and I-494 From W. 12th Ave. to E. 34th Ave. MN,Draft,Federal Highway Administration,MN,MN,1987-01-30,1987,1987-02-06,1987-03-19,1987-03-23,Environmental Concerns,2.0,0
84767,Alaskan Radar System Over- the-Horizon Backscatter Radar System Construction and Operation Elmendorf AFB AK,Final,United States Air Force,AK,AK,1987-01-30,1987,1987-02-06,1987-10-28,1987-03-09,Environmental Concerns,2.0,0
78051,ADOPTION - Mammoth Cave Area Wastewater Treatment Facilities Loan Horse Cave Cave City and Park City Hart and Barren Counties KY,Final,Farmers Home Administration,KY,KY,1987-01-30,1987,1987-02-06,1987-03-04,1987-03-09,Lack of Objections,,0
78082,Interstate H-3 Freeway Construction Halawa Interchange to Halekou Interchange Reevaluation Funding 404 Permit Island of Oahu Honolulu County HI,Third Draft Supplemental,Federal Highway Administration,HI,HI,1987-02-01,1987,1987-02-06,1987-03-26,1987-03-24,Environmental Concerns,2.0,0
75725,San Joaquin Valley Pipeline and Ancillary Facilities Project Construction 404 Permit Right-of-Way Grant Weir Station to Martinez Oil Refinery CA,Final,Bureau of Land Management,CA,CA,1987-02-02,1987,1987-02-13,1987-03-25,1987-03-16,Environmental Concerns,2.0,0
83544,ARCO COAL OIL POINT OIL AND GAS DEVELOPMENT,Final,U.S. Army Corps of Engineers,CA,CA,1987-02-02,1987,1987-02-13,,1987-03-16,,,0
80629,Mid 1987 - Mid 1992 OCS Oil and Gas Lease Sales 5-Year Program Offshore the Atlantic Pacific Gulf of Mexico and Alaska Regions US,Final,Minerals Management Service,,,1987-02-02,1987,1987-02-13,1987-03-17,1987-03-16,Environmental Concerns,1.0,0
83207,Stacy Reservoir Dam and Pump Station Municipal and Industrial Water Supply Development Colorado River Basin Permit 404 and 10 Permits TX.,Final,U.S. Army Corps of Engineers,TX,TX,1987-02-04,1987,1987-02-13,1987-03-11,1987-03-16,Lack of Objections,,0
87015,Upper Mississippi River National Wildlife and FishRefuge Master Plan Implementation MN WI IA and IL,Draft,Fish and Wildlife Service,,,1987-02-05,1987,1987-02-13,1987-05-01,1987-05-15,Lack of Objections,,0
82065,Newark Bay and Kill Van Kull Navigation Channel Improvements Additional Information Aquatic Population Sediment Quality Hydraulic Impacts and Disposal Alternatives Update NJ and NY,Final Supplement,U.S. Army Corps of Engineers,,,1987-02-05,1987,1987-02-13,1987-03-16,1987-03-16,Lack of Objections,,0
82357,Wm. Zimmer Conversion Project Nuclear Power Plant into Coal Fired Electrical Generating Plant Issuance of Permit Sect.10 and 404 Permits OH,Final,U.S. Army Corps of Engineers,OH,OH,1987-02-05,1987,1987-02-13,1987-03-17,1987-03-16,Environmental Objections,2.0,0
88669,San Francisco Bay Battleship Battlegroup and Cruises Destroyer Group Homeporting Construction and Operation Naval Station Treasure Island Hunters Point Annex Naval Air Station Alameda San Francisco County CA,Draft,United States Navy,CA,CA,1987-02-06,1987,1987-04-10,1987-04-24,1987-04-24,Lack of Objections,,0
78624,US TH-169/Cross Range Expressway Improvement US TH-2 in Grand Rapids to MN TH-65 in Pengilly 404 Permit Funding Itasca County MN,Draft,Federal Highway Administration,MN,MN,1987-02-06,1987,1987-02-13,1987-03-31,1987-03-30,Environmental Concerns,2.0,0
84221,East Fork Ski Area Development Special Use Permit Four Season Resort Valley of the East Fork of the San Juan River San Juan National Forest Pagosa Range District 404 Permit Mineral and Archuleta Counties CO,Draft,Forest Service,CO,CO,1987-02-06,1987,1987-02-13,1987-04-14,1987-04-14,Environmental Concerns,2.0,0
78031,Fore River Bridge/Million Dollar Bridge/ME-77 Rehabilitation or Replacement Broadway in South Portland to York Street in Portland Section 10 and 404 Permits USCG Bridge Permit and Funding Fore River Cumberland County ME,Draft,Federal Highway Administration,ME,ME,1987-02-09,1987,1987-02-20,1987-04-06,1987-04-06,Environmental Concerns,2.0,0
82790,Upper Locust Creek Watershed Protection and Flood Prevention MO and IA.,Final,Soil Conservation Service,,,1987-02-11,1987,1987-02-20,1987-03-18,1987-03-23,Lack of Objections,,0
83725,Coyote Creek Flood Control Project Facilities Construction Sect. 10 and 404 Permits CA.,Final,U.S. Army Corps of Engineers,CA,CA,1987-02-11,1987,1987-02-20,1987-03-23,1987-03-23,Lack of Objections,,0
75473,Egin-Hamer Road Construction Right-of-Way Application Medicine LodgeResource Area ID,Final,Bureau of Land Management,ID,ID,1987-02-11,1987,1987-02-20,1987-03-17,1987-03-23,Environmental Concerns,2.0,0
77670,Lee Creek Hydroelectric and Water Supply Project Construction and Operation License 404 Permit AR and OK.,Final,Federal Energy Regulatory Commission,,,1987-02-12,1987,1987-02-20,1987-07-17,1987-03-23,Environmentally Unsatisfactory,3.0,0
75672,Alturas Resource Area Management Plan Modac and Lassen Counties CA,Second Final,Bureau of Land Management,CA,CA,1987-02-13,1987,1987-02-20,1987-03-27,1987-03-23,Lack of Objections,,0
79500,Eagle River Loop Road Connection to Hiland Drive/Glenn Highway Interchange 404 Permit AK.,Draft,Federal Highway Administration,AK,AK,1987-02-13,1987,1987-02-20,1987-04-15,1987-04-15,Environmental Concerns,2.0,0
75430,Central California Section 202 Wilderness Study Areas (WSAs) Wilderness Recommendations Designation or Nondesignation Sheep Ridge Milk Ranch/Case Mountain and Ventana Contiguous WSAs Tulare and Monterey Counties CA,Final,Bureau of Land Management,CA,CA,1987-02-13,1987,1987-02-20,1987-04-01,1987-03-23,Environmental Concerns,2.0,0
75271,Central California Wilderness Study Area Timbered Crater and Lava Wilderness Study Areas Wilderness Recommendations Designation or Nondesignation Suitability CA.,Final,Bureau of Land Management,CA,CA,1987-02-13,1987,1987-02-20,1987-04-09,1987-03-23,Environmental Concerns,2.0,0
81180,Green Logger- head and the Pacific Ridley Sea Turtles Listing and Protection Under the 1973 Endangered Species Act Incidental Capture and Mortality Reduction Use of Excluder Devices by Shrimp Fisherman,Draft Supplement,National Oceanic and Atmospheric Administration,,,1987-02-13,1987,1987-02-27,1987-04-15,1987-04-15,Lack of Objections,,0
78555,US 74/ Independence Blvd. Corridor Improvements Mecklenburg Co. to Uptown Charlotte Additional Alternatives NC,Draft Supplement,Federal Highway Administration,NC,NC,1987-02-13,1987,1987-02-20,1987-04-02,1987-04-06,Lack of Objections,,0
78964,MD-28 Improvements MD-124 to I-270 Funding and 404 Permit Montgomery County MD,Draft,Federal Highway Administration,MD,MD,1987-02-17,1987,1987-02-27,,1987-04-13,,,0
79241,SPRINGFIELD BYPASS AND EXTENSION VA-7 TO US 1 FAIRFAX COUNTY VIRGINIA,Final Supplement,Federal Highway Administration,VA,VA,1987-02-19,1987,1987-02-27,1987-03-30,1987-03-30,Lack of Objections,,0
86615,Beaverhead National Forest Noxious Weed Control Plan MT,Revised Draft,Forest Service,MT,MT,1987-02-20,1987,1987-02-27,1987-04-14,1987-04-13,Environmental Concerns,1.0,0
85631,Angeles Pipeline Project Construction Operation Maintenance and Abandonment Emidio Pump Station and Tank Farm to Los Angeles Basin CA.,Draft,Forest Service,CA,CA,1987-02-20,1987,1987-02-27,1987-06-30,1987-05-29,Environmental Concerns,2.0,0
82247,Presidio Army Barracks Number 098 119 and 124 CA.,Draft,United States Army,CA,CA,1987-02-24,1987,1987-03-06,1987-05-04,1987-04-27,Lack of Objections,,0
83866,Southern Region Southern Pine Beetle,Final,Forest Service,,,1987-02-26,1987,1987-03-06,1987-04-02,1987-04-06,Lack of Objections,,0
76570,Climax Uranium Mill Site Remedial Actions and Cleanup of Radioactive Contaminated Material CO,Final,Department of Energy,CO,CO,1987-02-26,1987,1987-03-20,1987-04-08,1987-04-08,Lack of Objections,,0
75532,Pinedale Resource Area Resource Mgmt. Plan WY,Draft,Bureau of Land Management,WY,WY,1987-02-27,1987,1987-03-20,1987-06-03,1987-06-03,Environmental Objections,2.0,0
75644,Farmington Resource Area Resource Mgmt. Plan NM,Draft,Bureau of Land Management,NM,NM,1987-02-27,1987,1987-03-06,1987-06-09,1987-06-03,Lack of Objections,,0
77247,Weldon Spring Site Remedial Action Long-Term Management of Contaminated Materials St. Charles County MO,Draft,Department of Energy,MO,MO,1987-02-27,1987,1987-03-06,1987-05-05,1987-04-20,,3.0,0
86290,1987 Deerlodge Nat'l Forest Noxious Weed Control Program MT,Draft,Forest Service,MT,MT,1987-02-27,1987,1987-03-06,1987-04-20,1987-04-20,Environmental Concerns,2.0,0
82882,Wolf River Watershed Protection and Flood Prevention Plan Implementation and Funding Brown Atchison and Doniphan Counties KS,Final,Soil Conservation Service,KS,KS,1987-02-27,1987,1987-03-06,1987-04-13,1987-04-06,Lack of Objections,,0
75388,Tonopah Resource Area Wilderness Recommendations NV,Final,Bureau of Land Management,NV,NV,1987-02-27,1987,1987-03-06,1987-04-24,1987-04-06,Environmental Concerns,2.0,0
82784,Big Sandy River Unit Onfarm Irrigation Improvements Colorado River Salinity Control Program WY,Draft,Soil Conservation Service,WY,WY,1987-03-02,1987,1987-03-13,1987-05-12,1987-04-27,Environmental Objections,2.0,0
82694,Bell City Watershed Protection and Flood Control Plan Additional Channel Work LA,Final Supplement,Soil Conservation Service,LA,LA,1987-03-03,1987,1987-03-13,1987-03-26,1987-04-13,Lack of Objections,,0
83236,Port Jersey Channel Navigation Improvement Plan Implementation Port of New York and New Jersey Bayonne and Jersey City Hudson County NJ,Draft,U.S. Army Corps of Engineers,NJ,NJ,1987-03-04,1987,1987-03-13,1987-04-29,1987-04-27,Environmental Concerns,2.0,0
78481,Nonconnah Parkway Construction I-240 to TN-57 Funding Section 10 and 404 Permit Shelby County TN,Draft,Federal Highway Administration,TN,TN,1987-03-04,1987,1987-03-13,1987-04-23,1987-04-27,Environmental Concerns,2.0,0
82262,Applewhite Dam/Reservoir and Leon Creek Diversion Dam/Lake Water Supply Project Permit Application Implementation Section 404 and 10 Permits Bexar County TX Published FR 01-19-89 - Review period extended.,Draft,U.S. Army Corps of Engineers,TX,TX,1987-03-04,1987,1987-03-13,1987-04-27,1987-04-27,Lack of Objections,,0
78708,Stevens Gulch Road Extension; Duke Hubbard and Elk Creeks Timber Sales; Offering/Forest Mgmt. Activity; Gunnison Uncompahgre and Grand Mesa Nat'l Forests; CO,Final,Federal Highway Administration,CO,CO,1987-03-05,1987,1987-03-13,1987-04-13,1987-04-13,Lack of Objections,,0
80472,Georgetown Subdivision (Docket No. AB-19) (Sub-No. 112) Rail Line Abandonment Milepost 0.23 to Milepost 10.98 License Montgomery County MD and the District of Columbia,Draft,Interstate Commerce Commission,,,1987-03-05,1987,1987-03-13,1987-04-27,1987-04-27,Environmental Concerns,2.0,0
80704,1988 Chukchi Sea Outer Continental Shelf (OCS) Oil and Gas Sale No. 109 Leasing AK.,Draft,Minerals Management Service,AK,AK,1987-03-06,1987,1987-03-13,1987-05-12,1987-05-05,Environmental Concerns,2.0,0
75761,Centennial Mountains Wilderness Study Recommendations Targhee and Beaverhead National Forests Clark and Fremont Cos. Idaho and Beaverhead Co. Montana. Published FR 05-25-90 - Incorrect due date.,Draft,Bureau of Land Management,,,1987-03-06,1987,1987-04-03,1987-06-19,1987-06-19,Environmental Concerns,2.0,0
82887,Middle Big Nemaha Watershed Protection and Flood Prevention Plan NB,Draft,Soil Conservation Service,NB,NB,1987-03-09,1987,1987-03-20,1987-05-07,1987-05-04,Lack of Objections,,0
78955,MD-22 IMPROVEMENTS BEL AIR TO I-95 FUNDING,Draft,Federal Highway Administration,MD,MD,1987-03-10,1987,1987-03-20,1987-05-08,1987-05-08,Environmental Concerns,1.0,0
78889,South Lawrence Trafficway Construction Kansas Turnpike/I-70 to K-10/Noria Road Funding 404 Permit Right-of-Way Acquisition Douglas County KS,Draft,Federal Highway Administration,KS,KS,1987-03-10,1987,1987-03-20,1987-05-19,1987-05-11,Environmental Objections,2.0,0
75043,1987 Rangeland Grasshopper Cooperative Mgmt. Program CA WA UT AZ AR CO NM WY ID TX ND SD OR MT KS NB NV and OK,Final,Animal and Plant Health Inspection Service,,,1987-03-11,1987,1987-03-20,1987-05-08,1987-04-20,Lack of Objections,,0
78531,MA-2/ALEWIFE BROOK PARKWAY IMPROVEMENT MA,Draft,Federal Highway Administration,MA,MA,1987-03-12,1987,1987-05-15,1987-05-04,1987-06-08,Environmental Concerns,1.0,0
80732,Near Loop Residential Development Areawide Funding IL.,Final,Department of Housing and Urban Development,IL,IL,1987-03-13,1987,1987-03-20,1987-06-18,1987-04-20,Environmental Objections,2.0,0
89104,Joint Guayule Rubber Program Processing Operations Prototype Rubber Extraction Facility Construction/Operations Gila R. Indian Reservation AZ,Draft,United States Navy,AZ,AZ,1987-03-13,1987,1987-03-20,1987-05-06,1987-05-04,Environmental Concerns,2.0,0
76803,Bonneville Unit Central Utah Project Municipal and Industrial Water System Construction and Modifications 404 Permit Issuance Updated Information UT,Final Supplement,Bureau of Reclamation,UT,UT,1987-03-16,1987,1987-03-27,1987-04-24,1987-04-27,Lack of Objections,,0
75305,Taos Resource Area Resource Mgmt. Plan NM.,Draft,Bureau of Land Management,NM,NM,1987-03-17,1987,1987-03-27,1987-06-15,1987-07-01,Lack of Objections,,0
84663,ADOPTION - BLOUNT ISLAND CHANNEL COAL CONVEYOR,Final,U.S. Coast Guard,FL,FL,1987-03-17,1987,1987-03-27,1987-04-23,1987-04-27,Lack of Objections,,0
75769,Arizona Interconnection Project El Paso 345 kV Transmission Line Construction Right-of-Way Grants and Permits Approval Plan Amendment AZ and NM,Final,Bureau of Land Management,,,1987-03-20,1987,1987-03-27,1987-04-14,1987-05-04,Lack of Objections,,0
75285,Benton - Owens Valley and Bodie Coleville Study Areas Wilderness Recommendations Designation Partial or Non- Designation CA and NV,Final,Bureau of Land Management,,,1987-03-20,1987,1987-03-27,1987-05-04,1987-04-27,Environmental Concerns,2.0,0
75620,Northwest Area Noxious Weed Control Program,Final Supplement,Bureau of Land Management,,,1987-03-20,1987,1987-03-27,1987-06-03,1987-04-27,Environmental Concerns,2.0,0
75807,Dillon Resource Area Wilderness Recommendation Designation or Nondesignation MT,Final,Bureau of Land Management,MT,MT,1987-03-20,1987,1987-03-27,1987-04-23,1987-04-27,Lack of Objections,,0
76950,New Energy-Efficient Homes Programs Accessing Indoor Air Quality Options Implementation and Construction OR WA ID and MT,Draft,Department of Energy,,,1987-03-20,1987,1987-03-27,1987-06-03,1987-05-19,Environmental Concerns,2.0,0
78726,New US 10 Construction and Reconstruction Egret Blvd. in Coon Rapids to I-35W in Moundsview 404 Permit MN,Final,Federal Highway Administration,MN,MN,1987-03-20,1987,1987-03-27,1987-04-27,1987-04-27,Environmental Concerns,2.0,0
79442,VA-28/SULLY ROAD IMPROVEMENTS I-66 AT,Draft,Federal Highway Administration,VA,VA,1987-03-23,1987,1987-04-03,1987-05-05,1987-05-18,Environmental Concerns,2.0,0
79171,US 127 Improvements Anderson County Line to I-64 Funding Franklin County KY,Draft,Federal Highway Administration,KY,KY,1987-03-23,1987,1987-04-03,1987-05-08,1987-05-18,Environmental Concerns,2.0,0
83770,Shorelands Commercial/Industrial Park Development and Construction Section 10 and 404 Permits Hayward City Alameda County CA,Draft,U.S. Army Corps of Engineers,CA,CA,1987-03-25,1987,1987-04-03,1987-05-18,1987-05-18,Environmentally Unsatisfactory,2.0,0
81793,UPPER DELAWARE SCENIC AND RECREATIONAL RIVER,Final,National Park Service,,,1987-03-26,1987,1987-04-03,1987-05-18,1987-05-11,Lack of Objections,,0
82495,North Chickamauga Creek Watershed Designation of Land Unsuitable for Surface Coal Mining Operations Hamilton County TN,Draft,Office of Surface Mining Reclamation and Enforcement,TN,TN,1987-03-27,1987,1987-04-03,1987-06-12,1987-06-01,Environmental Objections,2.0,0
80766,Hawaiian Archipelago and Johnston Island Exclusive Economic Zones Marine Mineral Sale (Non-Oil and Gas Minerals) Leasing Possible 404 Permit Hawaii and Pacific,Draft,Minerals Management Service,,,1987-03-30,1987,1987-04-10,1987-07-02,1988-02-08,Environmental Concerns,2.0,0
77584,Lebanon Muncipal Airport Runway Extension and Industrial Park Development Approval Grafton County NH,Draft Supplement,Federal Aviation Administration,NH,NH,1987-03-30,1987,1987-04-10,1987-05-12,1987-05-26,Lack of Objections,,0
83762,DENISON DAM - LAKE TEXOMA REEVALUATION PLAN,Draft,U.S. Army Corps of Engineers,,,1987-04-02,1987,1987-04-10,1987-05-20,1987-05-26,Lack of Objections,,0
78323,VA-600 IMPROVEMENT VA-603 TO VA-762 FUNDING,Final,Federal Highway Administration,VA,VA,1987-04-02,1987,1987-04-10,1987-05-11,1987-05-11,Lack of Objections,,0
79583,CO-7/Forest Highway 26 Reconstruction Meeker Park to US 36 in Estes Park 404 Permit CO,Final,Federal Highway Administration,CO,CO,1987-04-03,1987,1987-04-17,1987-05-11,1987-05-18,Lack of Objections,,0
75411,Clark County Wilderness Study Areas Wilderness Recommendations Designation NV,Final,Bureau of Land Management,NV,NV,1987-04-03,1987,1987-04-03,1987-05-20,1987-05-04,Environmental Concerns,2.0,0
75770,Phoenix Resource Area Wilderness Study Areas Designation AZ,Final,Bureau of Land Management,AZ,AZ,1987-04-03,1987,1987-04-10,1987-05-21,1987-05-11,Environmental Concerns,2.0,0
76015,Jesup Federal Correctional Institution Complex Construction and Operation GA,Final,Bureau of Prisons,GA,GA,1987-04-03,1987,1987-04-10,1987-05-07,1987-05-11,Lack of Objections,,0
81691,Decker Canyon Management and Development Concept Plan Santa Monica Mountains National Recreation Area. Implementation Los Angeles and Ventura Counties CA,Draft,National Park Service,CA,CA,1987-04-03,1987,1987-04-10,1987-08-21,1987-06-08,Lack of Objections,,0
88802,El Centro Target Ranges R-2510 (W. Mesa) and R-2512 (E. Mesa) Range Safety Zones Land Acquisition and Mgmt. on Non-Federal Lands Naval Air Force CA,Final,United States Navy,CA,CA,1987-04-03,1987,1987-04-10,1987-05-18,1987-05-11,Lack of Objections,,0
79068,Pacific Coast/CA-1 Widening CA-55 to Golden West St. 404 Permit CA,Final,Federal Highway Administration,CA,CA,1987-04-06,1987,1987-04-17,1987-05-18,1987-05-18,Lack of Objections,,0
78111,US 50 Improvement East of Cimarron to Windy Point 404 Permit CO,Final,Federal Highway Administration,CO,CO,1987-04-06,1987,1987-04-17,1987-05-18,1987-05-18,Lack of Objections,,0
85199,Flathead Nat'l Forest Individual Lodgepole Pine Trees ProtectionEPA From Pine Beetle Attack Tally Lake and Abbott Bay Recreation Sites Mt.,Draft,Forest Service,MT,MT,1987-04-07,1987,1987-04-17,1987-06-01,1987-06-01,Environmental Concerns,1.0,0
84065,Helena Nat'l Forest Noxious Weed Control Program MT.,Draft,Forest Service,MT,MT,1987-04-07,1987,1987-04-17,1987-06-01,1987-06-01,Environmental Concerns,2.0,0
86319,Hoosier Nat'l Forest Land and Resource Mgmt. Plan Off-Road Vehicle Use Area IN,Final Supplement,Forest Service,IN,IN,1987-04-09,1987,1987-04-17,1987-04-21,1987-05-18,Lack of Objections,,0
84761,Westover Air Force Base Air Force Reserve Mission Change C-130 to C-5 Aircraft and Civil Aviation Operation Expansion thru 1995 MA,Final,United States Air Force,MA,MA,1987-04-10,1987,1987-04-17,1987-05-18,1987-05-18,Environmental Objections,2.0,0
83422,Passaic River Basin Flood Control Plan Implementation Passaic Bergen Morris Essex and Hudson Counties NJ and Rockland and Orange Counties NY,Draft,U.S. Army Corps of Engineers,,,1987-04-10,1987,1987-04-17,1987-07-01,1987-06-01,Environmental Objections,3.0,0
