eis_id,title,document_type,lead_agency,state,all_states,filed_date,filed_year,federal_register_date,comment_letter_date,comment_due_date,epa_impact,epa_adequacy,attachment_count
82680,Levy Nuclear Plant Units 1 and 2 Application for Combined Licenses (COLs) for Construction Permits and Operating Licenses (NUREG-1941) Levy County FL,Final,Nuclear Regulatory Commission,FL,FL,2012-04-27,2012,2012-05-04,2012-05-31,2012-06-04,Environmental Concerns,2.0,1
87103,Algoma Vegetation Management Project Proposing to Protect and Promote Conditions of Late-Successional Forest Ecosystem on 4 666 Acres Shasta-Trinity National Forest Siskiyou County CA,Final,Forest Service,CA,CA,2012-04-27,2012,2012-05-04,2012-05-14,2012-06-11,Lack of Objections,,0
88778,Llano Seco Riparian Sanctuary Unit Restoration and Pumping Plant/Fish Screen Facility Protection Project Measures to Restore Riparian Habitat and to Protect the Alignment of the Sacramento River USACE Section 10 and 404 Permits Sacramento River National Wildlife Refuge Butte and Glenn Counties CA,Draft,Fish and Wildlife Service,CA,CA,2012-04-27,2012,2012-05-04,2012-06-25,2012-06-25,Environmental Concerns,2.0,1
87102,Colorado Roadless Areas Rulemaking Proposal To Establish Regulatory Direction for Managing Approximately 4.2 million Acres of Roadless Areas Arapaho and Roosevelt; Grand Mesa Uncompahgre and Gunnison; Manti-La Sal (portion in Colorado); Pike and San Isabel; Rio Grande; Routt; San Juan; and White River National Forests CO,Final,Forest Service,CO,CO,2012-04-30,2012,2012-05-04,2012-05-07,2012-06-04,Environmental Concerns,2.0,3
75111,Bird Hazard Reduction Program John F. Kennedy International Airport Updated Information on the Efficacy and Impacts of the Gull Hazard Reduction Program and All Other Bird Hazard Management Activities Queens County NY,Final Supplement,Animal and Plant Health Inspection Service,NY,NY,2012-05-01,2012,2012-05-11,2012-06-13,2012-06-13,,,0
84505,Tarmac King Road Limestone Mine Construction Issuance of Permit Levy County FL,Draft,U.S. Army Corps of Engineers,FL,FL,2012-05-03,2012,2012-05-11,2012-07-11,2012-07-11,Environmental Concerns,2.0,1
87105,Beaver Creek Mountain Improvements Project Speical Use Permit White River National Forest Eagle County CO,Final,Forest Service,CO,CO,2012-05-03,2012,2012-05-11,2012-06-04,2012-06-11,,,2
87104,Mountain Pine Beetle Response Project Implementing Multiple Resource Management Activities Black Hills National Forest Custer Fall River Lawrence Meade and Pennington Counties SD and Crook and Weston Counties WY,Draft,Forest Service,SD,SD,2012-05-03,2012,2012-05-11,2012-06-25,2012-06-25,Environmental Concerns,2.0,1
84592,Wright-Patterson Air Force Base (WPAFB) Project Reconfigure and Relocate Facilities and Base Perimeter Fence Relocation in Area A Fairborn OH,Final,United States Air Force,OH,OH,2012-05-03,2012,2012-05-11,2012-06-07,2012-06-11,Lack of Objections,,1
82503,Fort Pulaski National Monument General Management Plan and Willderness Study Implementation Chatham County GA,Draft,National Park Service,GA,GA,2012-05-03,2012,2012-05-11,2012-07-09,2012-07-09,Lack of Objections,,1
76678,Water Transfer Program for the San Joaquin River Exchange Contractors Water Authority 2014-2038 To Execute Agreements for Water Transfers/or Exchanges San Joaquin Valley Fresno Madera Merced and Stanislaus Counties CA,Second Draft,Bureau of Reclamation,CA,CA,2012-05-04,2012,2012-05-11,2012-07-02,2012-07-03,Environmental Concerns,2.0,1
88587,Atlantic Fleet Training and Testing Activities To Support and Conduct Current Emerging and Future Training and Testing Activities along the Eastern Coast of the U.S. and Gulf of Mexico,Draft,United States Navy,,,2012-05-04,2012,2012-05-11,2012-07-03,2012-07-10,Lack of Objections,,1
88588,Hawaii-Southern California Training and Testing Activities To Support and Conduct Current Emerging and Future Training and Testing Activities off Southern California and around the Hawaiian Islands CA HI,Draft,United States Navy,CA,CA,2012-05-04,2012,2012-05-11,2012-07-10,2012-07-10,Environmental Concerns,2.0,1
84593,F-15 Aircraft Conversion 144th Fighter Wing California National Guard To Convert the Unit from the F-16 Fighting Falcon Aircraft and Operations to the F-15 Eagle Aircraft and Operations at Fresno-Yosemite International Airport Fresno County CA,Draft,United States Air Force,CA,CA,2012-05-04,2012,2012-05-11,2012-06-25,2012-06-25,Environmental Concerns,2.0,1
87109,Jackson Vegetation Management Project Implementation Paulina Ranger District Ochoco National Forest Crook and Wheeler Counties OR,Final,Forest Service,OR,OR,2012-05-09,2012,2012-05-18,2012-06-13,2012-06-18,Lack of Objections,,2
87108,Cobbler II Timber Sale and Fuels Reduction Project Updated Information to Revise and Clarify Aspects of the Analyses Presented in the FEIS of October 2010 Proposing Vegetation and Fuels Management to Improve Health and Vigor Upland Forest Stands and Reduce Hazardous and Ladder Fuels Walla Walla Ranger District Umatilla National Forest Wallowa and Union Counties OR,Final Supplement,Forest Service,OR,OR,2012-05-09,2012,2012-05-18,2012-05-22,2012-06-18,,,1
87107,La Jara Mesa Mine Project Development Operation and Mine Reclamation up to 20 Years Approval Mt. Taylor Ranger District Cibola National Forest Cibola County NM,Draft,Forest Service,NM,NM,2012-05-09,2012,2012-05-18,2012-07-13,2012-07-16,Environmental Concerns,2.0,2
86847,La Jara Mesa Mine Project Development Operation and Mine Reclamation up to 20 Years Approval Mt. Taylor Ranger District Cibola National Forest Cibola County NM,Draft,Forest Service,NM,NM,2012-05-09,2012,2012-05-18,2012-07-13,2012-07-16,Environmental Concerns,2.0,2
80706,Capitol Expressway Corridor Project To Construct an Extension of the Capitol Light Rail System from Alum Rock Station to the Eastridge Transit Center Santa Clara Valley Transportation Authority City of San Jose Santa Clara County CA,Draft Supplement,Federal Transit Administration,CA,CA,2012-05-09,2012,2012-05-18,2012-07-03,2012-07-03,Environmental Concerns,2.0,1
87106,Sparring Bulls Project Proposes Timber Harvest Non-commercial Fuels Reduction Prescribed Burning and Watershed Improvement Activities Three Rivers Ranger District Kootenal National Forest Lincoln County MT,Final,Forest Service,MT,MT,2012-05-10,2012,2012-05-18,2012-06-13,2012-06-18,Environmental Concerns,2.0,1
79946,Interchange 5/State Route 56 Interchange Project Connection between southbound I-5 to eastbound SR-56 and northbound SR 56 to northbound I-5 San Diego County CA,Draft,Federal Highway Administration,CA,CA,2012-05-10,2012,2012-05-18,2012-07-12,2012-07-17,Environmental Concerns,2.0,1
88779,Charles M. Russell National Wildlife Refuge and UL Bend National Wildlife Refuge Comprehensive Conservation Plan To Provide Alternatives and Identify Consequences Fergus Petroleum Garfield McCone Valley and Phillips Counties MT,Final,Fish and Wildlife Service,MT,MT,2012-05-11,2012,2012-05-18,2012-06-04,2012-06-18,Lack of Objections,,1
87136,Bell Island Geothermal Leases To Update Analysis in the Programmatic EIS to Address Roadless Concerns Consideration for Lease Approval Ketchikan-Misty Fiords Ranger District Tongass National Forest Ketchikan Gateway Borough AK,Draft Supplement,Forest Service,AK,AK,2012-05-11,2012,2012-05-18,2012-06-29,2012-07-02,Lack of Objections,,1
87110,Uwharrie National Forest Proposed Land and Resource Management Resource Plan Implementation Montgomery Randolph and Davidson Counties NC,Final,Forest Service,NC,NC,2012-05-11,2012,2012-05-18,2012-06-18,2012-06-18,Lack of Objections,,1
81168,Southeastern U.S. Shrimp Fisheries To Reduce Incidental Bycatch and Mortality of Sea Turtles Tidally Influenced Waters and Substrates of the Gulf of Mexico and South Atlantic and its estuaries of LA MS AL and NC and extending out to the limit of the U.S. Exclusive Economic Zone,Draft,National Oceanic and Atmospheric Administration,,,2012-05-11,2012,2012-05-18,2012-07-02,2012-07-02,Lack of Objections,,1
79947,San Diego Freeway (I-405) Improvement Project between State Route 73 and Interstate 605 USACE Section 404 Permit Orange and Los Angeles Counties CA,Draft,Federal Highway Administration,CA,CA,2012-05-11,2012,2012-05-18,2012-07-17,2012-07-17,Environmental Concerns,2.0,1
77340,Jacksonville Ocean Dredged Material Disposal Site (ODMDS) Designation Offshore of Jacksonville FL,Draft,Environmental Protection Agency,FL,FL,2012-05-16,2012,2012-05-25,2012-05-22,2012-07-09,,,2
80707,Tier 1 - Atlanta Beltline City of Atlanta Proposed Fixed Guideway Transit and Multi-Use Trails System Right-of-Way Preservation Fulton County GA,Final,Federal Transit Administration,GA,GA,2012-05-16,2012,2012-05-25,2012-06-25,2012-06-25,Environmental Concerns,1.0,1
84530,Figure Eight Island Inlet and Shoreline Management Project Terminal Groin Installation and Supplemental Beach Nourishment Implementation New Hanover County NC,Draft,U.S. Army Corps of Engineers,NC,NC,2012-05-16,2012,2012-05-25,2012-06-28,2012-07-09,Environmental Concerns,2.0,10
81169,Southwest Fisheries Science Center Demolition Soil Stabilization and Seismic Improvements La Jolla CA,Final Supplement,National Oceanic and Atmospheric Administration,CA,CA,2012-05-17,2012,2012-05-25,2012-06-26,2012-06-25,Lack of Objections,,0
86821,Federal Coal Lease Modifications COC-1362 and COC 67232 Adding 800 and 921 Additional Acres Paonia Ranger District Grand Mesa Uncompahgre and Gunnison National Forests Gunnison County CO,Draft,Forest Service,CO,CO,2012-05-17,2012,2012-05-25,2012-07-11,2012-07-09,Environmental Concerns,2.0,1
87137,Federal Coal Lease Modifications COC-1362 and COC 67232 Adding 800 and 921 Additional Acres Paonia Ranger District Grand Mesa Uncompahgre and Gunnison National Forests Gunnison County CO,Draft,Forest Service,CO,CO,2012-05-17,2012,2012-05-25,2012-07-09,2012-07-09,Environmental Concerns,2.0,2
76332,SunZia Southwest Transmission Project Resource Management Plan Amendment Construction and Operation of two new 500 kV Transmission Lines Right-of-Way Grant Lincoln County NM and Pinal County AZ,Draft,Bureau of Land Management,NM,NM,2012-05-17,2012,2012-05-25,2012-07-24,2012-08-22,Environmental Concerns,2.0,1
75979,SunZia Southwest Transmission Project Resource Management Plan Amendment Construction and Operation of two new 500 kV Transmission Lines Right-of-Way Grant Lincoln County NM and Pinal County AZ,Draft,Bureau of Land Management,NM,NM,2012-05-17,2012,2012-05-25,2012-07-24,2012-08-22,Environmental Concerns,2.0,1
87138,North Fork Eagle Creek Wells Special Use Authorization Project Operation of Four Municipal Supply Water Wells Lincoln National Forest Lincoln County NM,Draft,Forest Service,NM,NM,2012-05-17,2012,2012-05-25,2012-07-05,2012-09-07,Lack of Objections,,1
86820,North Fork Eagle Creek Wells Special Use Authorization Project Operation of Four Municipal Supply Water Wells Lincoln National Forest Lincoln County NM,Draft,Forest Service,NM,NM,2012-05-17,2012,2012-05-25,2012-07-05,2012-07-09,Lack of Objections,,1
76333,McCoy Solar Energy Project Development of up to 750-megawatt(mw) Solar Energy Plant Right-of-Way Grant Riverside County CA,Draft,Bureau of Land Management,CA,CA,2012-05-18,2012,2012-05-25,2012-08-23,2012-08-23,Environmental Concerns,2.0,1
84531,Central Florida Phosphate District Phosphate Mining To Expand Existing Mines and Create New Phosphate Mines Issuance of Permits USACE Section 404 Permit Charlotte DeSoto Hardee Lee Menatee Polk and Sarasota Counties FL,Draft,U.S. Army Corps of Engineers,FL,FL,2012-05-22,2012,2012-06-01,2012-07-30,2012-07-16,Environmental Concerns,2.0,1
87141,Mt. Bachelor Ski Area Improvements Project Implementation Bend-Ft. Rock Ranger District Deschutes National Forest Deschutes County OR,Draft,Forest Service,OR,OR,2012-05-23,2012,2012-06-01,2012-07-16,2012-07-16,Lack of Objections,,1
76334,Hollister Underground Mine Project Transitioning from Underground Exploration Activities to a Full Scale Producing Underground Gold and Silver Mine Elko County NV,Draft,Bureau of Land Management,NV,NV,2012-05-23,2012,2012-06-01,2012-07-16,2012-07-16,Environmental Objections,3.0,1
86822,Mt. Bachelor Ski Area Improvements Project Implementation Bend-Ft. Rock Ranger District Deschutes National Forest Deschutes County OR,Draft,Forest Service,OR,OR,2012-05-23,2012,2012-06-01,,2012-07-16,,,1
87140,Invasive Plant Treatments within the Deschutes and Ochoco National Forests and the Crooked River National Grassland Updated Information on Three New Alternatives Proposal for Treatment of Invasive Plant Infestation and Protection of Uninfested Areas Implementation Several Cos. OR,Final Supplement,Forest Service,OR,OR,2012-05-24,2012,2012-06-01,2012-06-12,2012-07-02,,,3
87142,Lake Tahoe Basin Management Unit Land and Resource Managment Plan Updated Forest Plan Implementation Alpine El Dorado Placer Counties CA and Douglas and Washoe Counties NV,Revised Draft,Forest Service,,,2012-05-24,2012,2012-06-01,2012-08-28,2012-08-29,Environmental Concerns,2.0,4
76335,ADOPTION - Federal Hardrock Mineral Prospecting Permits Project To Conduct Mineral Exploration Drilling and Geophysical Activities on the Superior National Forest Issuance of Prospecting Permits Cook Lake St. Louis and Koochiching Counties MN,Final,Bureau of Land Management,MN,MN,2012-05-25,2012,2012-06-01,2012-07-16,2012-07-23,Environmental Concerns,1.0,1
87139,Federal Hardrock Mineral Prospecting Permits Project To Conduct Mineral Exploration Drilling and Geophysical Activities on the Superior National Forest Issuance of Special Use Permit Cook Lake St. Louis and Koochiching Counties MIN,Final,Forest Service,MN,MN,2012-05-25,2012,2012-06-01,2012-07-16,2012-07-23,Environmental Concerns,1.0,1
76336,East Lynn Lake Coal Lease Project To Offer Federal Coal in the Coalburg/Winifrede seam for Competitive Leasing Wayne County WV,Final,Bureau of Land Management,WV,WV,2012-05-28,2012,2012-06-08,2012-07-09,2012-07-09,Environmental Objections,2.0,1
79972,South Padre Island Second Access Project State Highway 100 Across the Laguna Madre To Park Road 100 Construction of a new Location Highway Facility USACE Section 10 and 404 Permits Cameron County TX,Draft,Federal Highway Administration,TX,TX,2012-05-29,2012,2012-06-08,2012-08-14,2012-08-15,Environmental Objections,2.0,1
79948,US 50 Crossing Study Transportation Improvement from MD-611 to MD 378; and 3rd Street to Somerset Street Funding USACE Section 10 and 404 Permits Worcester County MD,Final,Federal Highway Administration,MD,MD,2012-05-31,2012,2012-06-08,2012-07-09,2012-07-09,Environmental Concerns,1.0,1
88590,Surveillance Towed Array Sensor System Low Frequency Active (SURTASS LFA) Sonar Systems Updated and Additional Information on Employment of Four SURTASS LFA Sonar Systems for Routine Training Testing and Military Operation Implementation,Second Final Supplemental,United States Navy,,,2012-05-31,2012,2012-06-08,,2012-07-09,,,0
88780,Prime Hook National Wildlife Refuge Development of a Comprehensive Conservation Plan Implementation Sussex County DE,Draft,Fish and Wildlife Service,DE,DE,2012-05-31,2012,2012-06-08,2012-08-27,2012-08-06,Lack of Objections,,3
88817,Prime Hook National Wildlife Refuge Development of a Comprehensive Conservation Plan Implementation Sussex County DE,Draft,Fish and Wildlife Service,DE,DE,2012-05-31,2012,2012-06-08,,2012-08-27,,,0
88589,Basing of MV-22 and H-1 Aircraft in Support of III Marine Expeditionary Force (MEF) Elements Construction and Renovation of Facilities to Accommodate and Maintain the Squadrons HI,Final,United States Navy,HI,HI,2012-06-01,2012,2012-06-08,2012-07-16,2012-07-11,Lack of Objections,,3
84594,Divert Activities and Exercises Guam Commonwealth of the Northern Mariana Islands (CNMI) To Improve an existing Airport(s) and Associated Infrastructure in the Mariana Islands and To Achieve Divert Capabilities in Western Pacific Mariana Islands Region,Draft,United States Air Force,,,2012-06-01,2012,2012-06-08,2012-07-26,2012-07-23,Environmental Objections,2.0,1
76991,Energia Sierra Juarez U.S. Transmission Line Project Construction Operation Maintenance and Connection of either 230-kilovolt or a 500-kilovolt Electric Transmission Line Crossing U.S.- Mexico Border Presidential Permit Approval San Diego County CA,Final,Department of Energy,CA,CA,2012-06-01,2012,2012-06-08,2012-06-27,2012-07-09,Lack of Objections,,1
76960,Energia Sierra Juarez U.S. Transmission Line Project Construction Operation Maintenance and Connection of either 230-kilovolt or a 500-kilovolt Electric Transmission Line Crossing U.S.- Mexico Border Presidential Permit Approval San Diego County CA,Final,Department of Energy,CA,CA,2012-06-01,2012,2012-06-08,2012-07-27,2012-07-09,Lack of Objections,,7
88853,Grapevine Canyon Wind Project Proposal to Develop a Wind Energy Generating Facility up to 500 Megawatts; (2) a 345 kilovolt (kV) Electrical Transmission Tie-Line; and (3) a 345-kV Electrical Interconnection Switchyard Coconino County AZ,Final,Western Area Power Administration,AZ,AZ,2012-06-01,2012,2012-06-08,2012-06-27,2012-07-09,Environmental Concerns,2.0,3
75112,Glyphosate -Tolerant H7-1 Sugar Beet Request for Nonregulated Status United States,Final,Animal and Plant Health Inspection Service,,,2012-06-01,2012,2012-06-08,2012-07-03,2012-07-09,,,1
88857,Grapevine Canyon Wind Project Proposal to Develop a Wind Energy Generating Facility up to 500 Megawatts; (2) a 345 kilovolt (kV) Electrical Transmission Tie-Line; and (3) a 345-kV Electrical Interconnection Switchyard Coconino County AZ,Final,Western Area Power Administration,AZ,AZ,2012-06-01,2012,2012-06-08,2012-06-26,2012-07-09,Lack of Objections,,1
76362,Alamogordo Regional Water Supply Project Construction and Operation Groundwater Wells and Conveyance System Right-of-Way Application Otero County NM,Final,Bureau of Land Management,NM,NM,2012-06-06,2012,2012-06-15,2012-07-13,2012-07-16,,,0
75978,Alamogordo Regional Water Supply Project Construction and Operation Groundwater Wells and Conveyance System Right-of-Way Application Otero County NM,Final,Bureau of Land Management,NM,NM,2012-06-06,2012,2012-06-15,2012-07-16,2012-07-16,,,0
82504,Valles Caldera National Preserve Public Use and Access Plan Implementation Sandoval and Arriba Counties NM,Draft,National Park Service,NM,NM,2012-06-07,2012,2012-06-15,2012-08-14,2012-08-14,Environmental Concerns,2.0,2
81170,Issuing Annual Quotas to the Alaska Eskimo Whaling Commission (AEWC) for a Subsistence Hunt on Bowhead Whales for the Years 2013 through 2017/2018,Draft,National Oceanic and Atmospheric Administration,,,2012-06-07,2012,2012-06-15,2012-08-29,2012-08-31,Lack of Objections,,2
84595,F-35A Training Basing To Base a Pilot Training Center with the Beddown of F-35A Training Aircraft at four Alternative Bases Boise AGS Holloman AFD Luke AFB and Tucson AGS ID AZ NM,Final,United States Air Force,,,2012-06-07,2012,2012-06-15,,2012-07-16,,,14
84533,Chatfield Reservoir Storage Reallocation To Reallocate 20 600 acre-feet of Storage from the Exclusive Flood Control Pool to the Conservation Pool Funding Adams/Weld County Line CO,Draft,U.S. Army Corps of Engineers,CO,CO,2012-06-08,2012,2012-06-15,2012-09-06,2012-09-06,Environmental Concerns,2.0,30
84532,Berths 302-306 American Presidents Line (APL) Container Terminal Project Construction and Operation US Army COE Section 10 and Section 103 of the Marine Protection Research and Sanctuaries Act Los Angeles County CA,Final,U.S. Army Corps of Engineers,CA,CA,2012-06-08,2012,2012-06-15,2012-07-16,2012-07-16,Environmental Objections,2.0,1
81171,Harvest Specifications and Management Measures for the 2013-2014 Pacific Coast Groundfish Fishery and Amendment 21-2 to the Pacific Coast Fishery Management Plan Implementation Off the Coast of WA OR and CA,Draft,National Oceanic and Atmospheric Administration,CA,"CA, OR",2012-06-08,2012,2012-06-15,2012-07-27,2012-07-30,Environmental Concerns,2.0,2
76372,Lower Sonoran and Sonoran Desert National Monument Resource Management Plan To Provide Guidance for Managing the Use of Public Lands and Provide a Framework for Future Land Management Actions Maricopa Pinal Pima Gila and Yuma Counties AZ,Final,Bureau of Land Management,AZ,AZ,2012-06-08,2012,2012-06-15,2012-06-27,2012-07-16,Lack of Objections,,1
87143,Pettijohn Late-Successional Reserve Habitat Improvement and Fuels Reduction Project Trinity River Management Unit of the Shasta-Trinity National Forest and Trinity Unit of the Shasta-Trinity National Recreation Area Trinity County CA,Final,Forest Service,CA,CA,2012-06-08,2012,2012-06-15,2012-06-12,2012-07-16,Lack of Objections,,1
87144,Calumet Project Area Multiple Resource Management Actions Implementation Pennington County SD,Draft,Forest Service,SD,SD,2012-06-08,2012,2012-06-15,2012-07-11,2012-07-30,Environmental Concerns,2.0,1
80273,Authorization for Incidental Take and Implementation of Fruit Growers Supply Multispecies Habitat Conservation Plan Siskiyou County CA,Final,National Marine Fisheries Service,CA,CA,2012-06-13,2012,2012-06-22,2012-08-02,2012-08-06,Environmental Concerns,2.0,1
82506,Brooks River Visitor Access To Improve Visitor Access and Relocate the Barge Landing Site Brook River Area of Katmai National Park Reserve AK,Draft,National Park Service,AK,AK,2012-06-13,2012,2012-06-22,2012-08-20,2012-08-20,Lack of Objections,,1
82505,Fort Matanzas National Monument General Management Plan Implementation St. John's County FL,Draft,National Park Service,FL,FL,2012-06-14,2012,2012-06-22,2012-08-15,2012-08-20,Lack of Objections,,1
81172,Fagatele Bay National Marine Sanctuary Management Plan Implementation Tutuila Island American Samoa,Final,National Oceanic and Atmospheric Administration,AS,AS,2012-06-14,2012,2012-06-22,2012-06-28,2012-07-23,Lack of Objections,,1
82507,Cuyahoga Valley National Park Comprehensive Trail Management Plan Cuyahoga and Summit Counties OH,Draft,National Park Service,OH,OH,2012-06-15,2012,2012-06-22,2012-08-15,2012-08-20,Lack of Objections,,1
87172,Golden Hand No. 1 and No. 2 Lode Mining Claims Project Krassel Ranger District Payette National Forest Valley and Idaho Counties ID,Draft,Forest Service,ID,ID,2012-06-18,2012,2012-06-29,2012-09-17,2012-08-13,Environmental Concerns,2.0,1
80042,Grand Parkway (State Highway 99) Segment B Construction from SH-288 to IH -45 USACE Section 404 Permit Brazoria and Galveston Counties TX,Draft,Federal Highway Administration,TX,TX,2012-06-18,2012,2012-06-29,,2012-09-26,,,0
79973,Grand Parkway (State Highway 99) Segment B Construction from SH-288 to IH -45 USACE Section 404 Permit Brazoria and Galveston Counties TX,Draft,Federal Highway Administration,TX,TX,2012-06-18,2012,2012-06-29,2012-09-21,2012-09-26,Environmental Concerns,2.0,1
87173,Stillwater Mining Reused Water Management Plans and Boe Ranch LAD USACE Section 404 Permit Beartooth Ranger District Stillwater County MT,Final,Forest Service,MT,MT,2012-06-20,2012,2012-06-29,2012-07-25,2012-07-30,Environmental Concerns,2.0,1
82660,ADOPTION - Kemper County Integrated Gasification Combined Cycle Project To Provide Financial Assistance Kemper County MS,Final,Rural Utilities Service,MS,MS,2012-06-20,2012,2012-06-29,2012-07-26,2012-07-30,Environmental Concerns,1.0,1
77718,Taos Regional Airport Layout Plan Improvements Construction and Operation of Various Improvements Town of Taos Taos County NM,Final,Federal Aviation Administration,NM,NM,2012-06-21,2012,2012-06-29,2012-07-30,2012-07-30,,,0
84534,Indianapolis North Flood Damage Reduction Modifications to Project Features and Realignment of the South Warfleigh Section Marion County IN,Draft Supplement,U.S. Army Corps of Engineers,IN,IN,2012-06-21,2012,2012-06-29,2012-09-27,2012-09-28,Environmental Concerns,2.0,1
77697,Taos Regional Airport Layout Plan Improvements Construction and Operation of Various Improvements Town of Taos Taos County NM,Final,Federal Aviation Administration,NM,NM,2012-06-21,2012,2012-06-29,2012-07-30,2012-07-30,,,0
75228,Menominee Casino-Hotel 223-Acre Fee-To-Trust Transfer and Casino Project Implementation NPDES Permit Kenosha County WI,Final,Bureau of Indian Affairs,WI,WI,2012-06-22,2012,2012-06-29,2012-07-30,2012-07-30,Environmental Concerns,2.0,1
76363,Alta East Wind Project Development of a 318-megawatt Wind Energy Facility Kern County CA,Draft,Bureau of Land Management,CA,CA,2012-06-22,2012,2012-06-29,2012-09-27,2012-09-26,Environmental Concerns,2.0,1
76364,Visual Resource Management (VRM) Plan Amendment Class Designation Carbon County WY,Final,Bureau of Land Management,WY,WY,2012-06-22,2012,2012-06-29,2012-07-30,2012-07-30,,,0
76365,Chokecherry and Sierra Madre Wind Energy Project Development of a Wind Farm Carbon County WY,Final,Bureau of Land Management,WY,WY,2012-06-22,2012,2012-06-29,2012-07-30,2012-07-30,Environmental Concerns,2.0,1
88591,Naval Air Station Key West Airfield Operations To Support and Conduct Aircraft Training Operations Florida Keys Monroe County FL,Draft,United States Navy,FL,FL,2012-06-22,2012,2012-06-29,2012-08-20,2012-08-13,Environmental Concerns,2.0,2
84535,WITHDRAWN - Mississippi River Gulf Outlet Ecosystem Restoration To Develop a Comprehensive Ecosystem Restoration Plan to Restore the Lake Borgne Ecosystems LA and MS,Final,U.S. Army Corps of Engineers,LA,LA,2012-06-22,2012,2012-06-29,2012-06-27,2012-07-30,,,0
87174,Troy Mine Revised Reclamation Plan Approval of a Reclamation Plan and Permits Kootenai National Forest Lincoln County MT,Final,Forest Service,MT,MT,2012-06-22,2012,2012-06-29,2012-07-25,2012-07-30,Environmental Concerns,2.0,2
88781,Proposed Habitat Conservation Plan and Incidental Take Permit for the Indiana Bat (Myotis sodalis) for the Buckeye Wind Power Project Application Champaign County OH,Draft,Fish and Wildlife Service,OH,OH,2012-06-22,2012,2012-06-29,2012-09-24,2012-09-27,Lack of Objections,,1
82528,Denali Park Road Final Vehicle Management Plan Implementation Denali National Park and Preserve AK,Final,National Park Service,AK,AK,2012-06-22,2012,2012-06-29,2012-07-20,2012-07-30,Lack of Objections,,1
80173,Chicago to St. Louis High Speed Rail Program Tier 1 Improvements Several Counties IL and St. Louis County MO,Draft,Federal Railroad Administration,IL,IL,2012-06-27,2012,2012-07-06,2012-08-20,2012-08-20,Environmental Concerns,2.0,1
76368,Rio Puerco Resource Management Plan Implementation Cibola McKinney Sandoval Torrance and Valencia Counties NM,Draft,Bureau of Land Management,NM,NM,2012-06-27,2012,2012-07-06,2012-10-01,2012-10-03,Environmental Concerns,1.0,1
82530,Yellowstone National Park Draft Winter Use Plan Addressing the Issue of Oversnow Vehichle Use in the Interior of the Park Implementation WY MT and ID,Draft Supplement,National Park Service,ID,"ID, MT",2012-06-28,2012,2012-07-06,2012-08-22,2012-10-09,Environmental Concerns,2.0,1
81196,PROGRAMMATIC - Portland Harbor Restoration Plan Restoration of Injured Natural Resources Multnomah County OR,Draft,National Oceanic and Atmospheric Administration,OR,OR,2012-06-28,2012,2012-07-06,2012-10-03,2012-10-08,Lack of Objections,,3
82681,Generic - License Renewal of Nuclear Plants Supplement 38 Regarding Indian Point Nuclear Generating Unit Nos. 2 and 3 New Information Westchester County NY,Draft Supplement,Nuclear Regulatory Commission,NY,NY,2012-06-28,2012,2012-07-06,2012-08-14,2012-08-20,Environmental Concerns,2.0,1
80199,ADOPTION - East Side Access Project Transportation Improvements To Provide Railroad Rehabilitation and Improvement Financing Program New York Queens Bronx Nassau and Suffolk Counties NY,Final,Federal Railroad Administration,NY,NY,2012-06-29,2012,2012-07-06,2012-07-23,2012-08-06,,,0
84537,Mather Specific Plan Project Development of Large Scale Mixed Use Development to Promote Economic and Wetland Conservation Opportunities Sacramento County CA,Draft,U.S. Army Corps of Engineers,CA,CA,2012-06-29,2012,2012-07-06,2012-08-20,2012-08-20,Environmental Concerns,2.0,1
76369,Hycroft Mine Expansion Project Proposes to Expand Mining Activities on BLM Managed Public Land and Private Land Approval Humboldt and Pershing Counties NV,Final,Bureau of Land Management,NV,NV,2012-06-29,2012,2012-07-06,2012-08-01,2012-08-06,Environmental Concerns,2.0,1
87177,Santa Fe National Forest Travel Management Proposes to Provide for a System of Road Trails and Areas Designated for Motorized Use Sante Fe NM,Final,Forest Service,NM,NM,2012-06-29,2012,2012-07-06,2012-08-06,2012-08-06,,,1
75985,PROGRAMMATIC EIS - Outer Continental Shelf Oil and Gas Leasing Program -2012-2017 in Six Planning Area Western Central and Eastern Gulf of Mexico Cook Inlet the Beaufort Sea and the Chukchi Sea,Final,Bureau of Ocean Energy Management,,,2012-06-29,2012,2012-07-06,2012-08-06,2012-08-06,Lack of Objections,,2
75984,Gulf of Mexico Outer Continental Shelf (OCS) Oil and Gas Lease Sales: 2012-2017 Western Planning Area Lease Sales 229 233 238 246 and 248: Central Planning Area Lease Sales 227 231 235 241 and 247 TX LA MS AL and Northwestern FL,Final,Bureau of Ocean Energy Management,,,2012-06-29,2012,2012-07-06,2012-08-15,2012-08-06,Environmental Concerns,2.0,1
88782,Edwards Aquifer Recovery Implementation Program Habitat Conservation Plan Application for an Incidental Take Permit of 11 Federally Listed or Petitioned Species Several Counties Texas,Draft,Fish and Wildlife Service,TX,TX,2012-07-02,2012,2012-07-13,2012-10-03,2012-10-10,Lack of Objections,,1
87181,Bill Williams Mountain Restoration Project Kaibab National Forest Coconino County AZ,Draft,Forest Service,AZ,AZ,2012-07-05,2012,2012-07-13,2012-08-23,2012-08-27,Lack of Objections,,3
